,tweet,politican,Party,State
153,"In rural communities across WV, post offices are a lifeline. They deliver medicine &amp; essential products to many res… https://t.co/MuP4i5hKoV","Joe Manchin, III ",D,WV 
154,We must protect and fund the U.S. Postal Service. RT if you agree. https://t.co/xhrY3gGUjX,"Joe Manchin, III ",D,WV 
155,A new era in aviation is taking flight in West Virginia. I was proud to be part of the groundbreaking ceremony for… https://t.co/e4lAgg5zf0,"Joe Manchin, III ",D,WV 
156,Millions of Americans’ right to vote depends on the U.S. Postal Service's ability to get its job done. Read my lett… https://t.co/MaUdXyO3KX,"Joe Manchin, III ",D,WV 
157,"We have received reports that in the last several weeks, the USPS sent letters to state election officials that ind… https://t.co/5unXI6nf1q","Joe Manchin, III ",D,WV 
158,"Like voting itself, the U.S. Postal Service is vital to our democracy. That's why I led 47 U.S. Senators in a lette… https://t.co/yYIBQE2QSQ","Joe Manchin, III ",D,WV 
159,.@marshallu’s Bill Noe Flight School at @YeagerAirport is cleared for takeoff! I was proud to join @MarshalluPres a… https://t.co/tcGz4OSbAm,"Joe Manchin, III ",D,WV 
160,"#ICYMI: I have submitted 1,500 speed tests from West Virginians to the #FCC, and I will continue to submit them unt… https://t.co/r7VX1RTkJE","Joe Manchin, III ",D,WV 
161,Absentee ballot applications for the #2020GeneralElection are now being accepted in #WV. Any voter with health conc… https://t.co/RSWzVmqkZM,"Joe Manchin, III ",D,WV 
162,#WV's community health centers are essential to ensuring WVians have access to quality healthcare. During National… https://t.co/xTwSzRh69e,"Joe Manchin, III ",D,WV 
163,"Wearing a mask in one of the best tools we have, especially when paired with social distancing and hand washing, to… https://t.co/5T5QamGnzS","Joe Manchin, III ",D,WV 
164,"It makes no sense that in the middle of the COVID-19 pandemic, the Census Bureau would cut the response period, ens… https://t.co/QrNxIwPCd6","Joe Manchin, III ",D,WV 
165,The @uscensusbureau decision to shorten the Census response deadline by an entire month hurts West Virginians. That… https://t.co/mvFj6zsenC,"Joe Manchin, III ",D,WV 
166,"To submit your speed test to the FCC and help me fight for better broadband in the Mountain State, visit… https://t.co/u4GO9dy2p1","Joe Manchin, III ",D,WV 
167,"This is a testament to West Virginians’ efforts to get better broadband for themselves, their family, friends, and… https://t.co/BnG5jZROIQ","Joe Manchin, III ",D,WV 
168,"In June, I challenged West Virginians to join me in sending 2,000 speed tests to FCC Chairman Pai by the end of the… https://t.co/ZNiDJomegy","Joe Manchin, III ",D,WV 
169,Our Veterans have served America bravely and deserve to be supported when they return home. That’s why I’m proud to… https://t.co/sJXpxyqBN1,"Joe Manchin, III ",D,WV 
170,#ICYMI: I introduced the bipartisan ACCESS the Internet Act to expand reliable broadband access for education and t… https://t.co/wzdWSdrr7h,"Joe Manchin, III ",D,WV 
171,I joined my colleagues in calling on the Administration to open a special ACA &amp; Medicare enrollment period for the… https://t.co/XWU4n167fm,"Joe Manchin, III ",D,WV 
172,This week @uscensusbureau made the asinine decision to move the Census response deadline up an entire month. For ev… https://t.co/3owBslhcq0,"Joe Manchin, III ",D,WV 
173,The @USDA_NRCS announced groups can now submit project applications for the Regional Conservation Partnership Progr… https://t.co/KelhX3zLgs,"Joe Manchin, III ",D,WV 
174,"While we may not be together for the State Fair this year, we can all enjoy a little drive down memory lane. https://t.co/TNblCfdp0i","Joe Manchin, III ",D,WV 
175,This week the Senate unanimously passed the Commander John Scott Hannon Veterans Mental Healthcare Improvement Act… https://t.co/ETOeguA6fW,"Joe Manchin, III ",D,WV 
176,Today my bill the Emergency Family Stabilization Act was introduced in the House! I’m working hard with colleagues… https://t.co/4uAYNilOsG,"Joe Manchin, III ",D,WV 
177,GET TESTED: Free testing is available across West Virginia for those who think they have been exposed to #COVID19 o… https://t.co/sp0l8W71sE,"Joe Manchin, III ",D,WV 
178,"We can do the same work as contractors inside the beltway, but provide better cost of living, work-life balance, &amp;… https://t.co/LqttXogmGR","Joe Manchin, III ",D,WV 
179,Through @SASCDems &amp; @SenateApprops I’ve led the effort to bring more of these jobs to places like Rocket Center and… https://t.co/nAUO1hMe3U,"Joe Manchin, III ",D,WV 
180,I’m thankful to work with my colleagues on both sides of the aisle &amp; across state lines to highlight the wonderful… https://t.co/EnKXfoN3NC,"Joe Manchin, III ",D,WV 
181,"I encourage Governor Justice to reach out to Governor Hogan, and his bipartisan fellow Governors, and join this tes… https://t.co/P7eArhMVeX","Joe Manchin, III ",D,WV 
182,"Although there is no perfect testing method, rapid testing is one of many important tools to help safely reopen our… https://t.co/uFjdgerOcH","Joe Manchin, III ",D,WV 
183,This morning I spoke with my friend Governor Hogan about the important bipartisan partnership he and six other Gove… https://t.co/T4nORYQ2hS,"Joe Manchin, III ",D,WV 
184,Earlier this week I introduced the POST Act to save our post offices in West Virginia from being closed during the… https://t.co/3eVvr9BTH0,"Joe Manchin, III ",D,WV 
185,Forever thankful to our Purple Heart Veterans for their sacrifices and bravery. #PurpleHeartDay https://t.co/uORgXEft20,"Joe Manchin, III ",D,WV 
186,"Today’s Better Angel is John David &amp; the team at the South Appalachian Labor School, which recently received 45,000… https://t.co/MxlPqES3FM","Joe Manchin, III ",D,WV 
187,Yesterday the @SVACDems passed 3 bills I led/cosponsored to help our Veterans who have served our country. We must… https://t.co/J7nDg3L6Zt,"Joe Manchin, III ",D,WV 
188,"Today marks the 55th anniversary of the Voting Rights Act, the law that secured the right to vote for every America… https://t.co/s0eEIU9jJ6","Joe Manchin, III ",D,WV 
189,Today @JohnCornyn and I introduced the ACCESS the Internet Act to provide $2B in funding to help West Virginians wi… https://t.co/D7pOl44owo,"Joe Manchin, III ",D,WV 
190,#COVID19 has shone a light on the broadband issues in #WV &amp; rural America. Many have adjusted to a new way of worki… https://t.co/kV2UkYMmPg,"Joe Manchin, III ",D,WV 
191,Don’t forget to submit PPP loan applications by August 8th https://t.co/o0SwibIkR2,"Joe Manchin, III ",D,WV 
192,My statement on FERC Commissioner McNamee's decision to step down: https://t.co/7orXohr6Nz,"Joe Manchin, III ",D,WV 
193,ICYMI: The Census Bureau has moved the response deadline up an entire month. This is an asinine decision &amp; I will f… https://t.co/U8iwHeH0mo,"Joe Manchin, III ",D,WV 
194,"This change hurts West Virginia, and I will be asking the Census Bureau to reverse their decision and give every We… https://t.co/yygbVfio4E","Joe Manchin, III ",D,WV 
195,"#WV relies more on Census-directed funding than almost any other state, and every WVian who doesn’t complete the Ce… https://t.co/kxHeEjsUA1","Joe Manchin, III ",D,WV 
196,"In West Virginia, only 54.6% of West Virginians have completed the Census, the 3rd lowest response rate in the coun… https://t.co/3XanDpyMFw","Joe Manchin, III ",D,WV 
197,The @uscensusbureau has made the asinine decision to change the deadline to respond to the 2020 Census from Oct 31s… https://t.co/590CduipMU,"Joe Manchin, III ",D,WV 
198,REMINDER: Free testing is available across West Virginia with new locations announced frequently. Visit the COVID-1… https://t.co/sYCn5rw6N8,"Joe Manchin, III ",D,WV 
199,ICYMI: This morning I introduced the POST Act to save our post offices from closing during the pandemic. Post offic… https://t.co/zyP5dUDjX1,"Joe Manchin, III ",D,WV 
0,.@realDonaldTrump is going to make a #SCOTUS nomination this week &amp; the Senate will vote on it before the end of th… https://t.co/AwDH7u3PRn,John Barrasso ,R,WY 
1,On #MTP I told @chucktodd if the shoe were on the other foot &amp; Democrats had the White House &amp; Senate they’d try to… https://t.co/UentNLTQD9,John Barrasso ,R,WY 
2,"@NormOrnstein Thanks for tuning in Norm!
#IfItsSunday",John Barrasso ,R,WY 
3,Looking forward to joining @ChuckTodd tomorrow on @MeetThePress to talk about Justice Ginsburg’s life and the next… https://t.co/B2wkAmD4nM,John Barrasso ,R,WY 
4,"RT @MeetThePress: TOMORROW ON #MTP: Remembering Ruth Bader Ginsburg with @HillaryClinton, @NinaTotenberg and @MitchellReports. Plus, the up…",John Barrasso ,R,WY 
5,Happy Birthday to my good friend @SenatorTimScott. It is a privilege to serve in the U.S. Senate alongside you. https://t.co/7th1LoBRvs,John Barrasso ,R,WY 
6,"RT @SenateGOP: Public Servant. Trailblazer. American Icon. 

Rest in Peace, Justice Ruth Bader Ginsburg. https://t.co/lgnlITqQ03",John Barrasso ,R,WY 
7,"I trust in the enduring strength and stability of our institutions. The Court will heal, and be at full strength ag… https://t.co/keuZwwfk2e",John Barrasso ,R,WY 
8,Ruth Bader Ginsburg dedicated her life to the law. She will be remembered as one of the most consequential Supreme… https://t.co/gF7nPOt5wm,John Barrasso ,R,WY 
9,The Wyoming Rescue Mission has provided folks in need with help &amp; hope for more than 30 years. It was an honor to b… https://t.co/Qc9ubizFkt,John Barrasso ,R,WY 
10,"Today, the @usairforce celebrates its 73rd birthday! WY is home to F.E. Warren Air Force Base, one of America’s old… https://t.co/t58UoX21Gq",John Barrasso ,R,WY 
11,"In WY, we recognize the sacrifice our service members &amp; their families make every day. Military families often move… https://t.co/U5kjPYhO8T",John Barrasso ,R,WY 
12,"Today, I joined @SenMikeLee and 21 other senators in introducing the bipartisan Military Spouse Licensing Relief Ac… https://t.co/nWhBjUuZsp",John Barrasso ,R,WY 
13,"Congress really should be working towards bipartisan solutions on #coronavirus, but Democrats keep obstructing. The… https://t.co/XWEmvE7SXd",John Barrasso ,R,WY 
14,RT @EPWGOP: Chairman @SenJohnBarrasso: “I am thankful to Ranking Member @SenatorCarper for his partnership. Now it’s time for the House of…,John Barrasso ,R,WY 
15,"RT @EPWGOP: Today, Chairman @SenJohnBarrasso introduced legislation to strengthen and modernize the Endangered Species Act. https://t.co/2e…",John Barrasso ,R,WY 
16,RT @EPWGOP: Chairman @SenJohnBarrasso at today’s hearing on the replacement WOTUS Rule: “The Navigable Waters Protection Rule is a great ex…,John Barrasso ,R,WY 
17,.@SpeakerPelosi rejected a bipartisan effort on #coronavirus by the Problem Solvers Caucus yesterday. Targeted reli… https://t.co/v9docfJBf4,John Barrasso ,R,WY 
18,"RT @SenateGOP: .@SenJohnBarrasso:

I mean, I'm a doctor.

Vaccines have done incredible things for America and for the world.

Yet Joe Bide…",John Barrasso ,R,WY 
19,"RT @SenateGOP: Stronger trade deals. Killing terrorists. National security tools. Justice reform. Coronavirus relief. 

Democrats spent the…",John Barrasso ,R,WY 
20,"Today, we stop to remember and honor all those who were lost on September 11, 2001. #NeverForget #UnitedWeStand… https://t.co/170v7LskSg",John Barrasso ,R,WY 
21,RT @EPWGOP: Chairman @SenJohnBarrasso: “This agreement protects both American consumers &amp; American businesses. We can have clean air withou…,John Barrasso ,R,WY 
22,RT @EPWGOP: Chairman @SenJohnBarrasso along with @SenJohnKennedy &amp; @SenatorCarper announced a bipartisan agreement on changes to an HFCs am…,John Barrasso ,R,WY 
23,"RT @EPWGOP: Today, Chairman @SenJohnBarrasso led a bipartisan, bicameral letter calling for the inclusion of the Utilizing Significant Emis…",John Barrasso ,R,WY 
24,Democrats have hung the American people out to dry. @SenateGOP proposed targeted #coronavirus relief for those hard… https://t.co/j6V0yHNSvZ,John Barrasso ,R,WY 
25,Democrats have a chance to join Republicans today &amp; vote to give Americans the targeted #coronavirus relief bill th… https://t.co/4Oh1kOkp9N,John Barrasso ,R,WY 
26,"RT @SenateGOP: Nancy Pelosi and Chuck Schumer seem to think it's a smart play to block additional help for American families. 

This is no…",John Barrasso ,R,WY 
27,I care a lot about the suffering of people around the country. Republicans want to vote on helping get people back… https://t.co/iK9dID2PVw,John Barrasso ,R,WY 
28,RT @CSTribune: The legislation would essentially clear the way to remove Wyoming’s grizzly bear population from protection under the Endang…,John Barrasso ,R,WY 
29,RT @EPWGOP: Chairman @SenJohnBarrasso: “The Grizzly Bear State Management Act will help address this by giving back to states the authority…,John Barrasso ,R,WY 
30,The @SenateGOP is offering a targeted relief bill for those hardest hit by #coronavirus. We focus #PPP on small bus… https://t.co/Ael9ow7Kat,John Barrasso ,R,WY 
31,"We need to keep the government funded &amp; functioning, but it’s not beyond @SpeakerPelosi to play politics with this.… https://t.co/uHrGZhZw2P",John Barrasso ,R,WY 
32,"WY has always led the fight for women’s rights. 150 years ago today, Louisa Swain cast a historic vote in Laramie.… https://t.co/q64SFIPAKx",John Barrasso ,R,WY 
33,"Aug. jobs report showed 1.4 mil. rise in employment &amp; unemployment fell to 8.4%. 4 months in a row now, Americans s… https://t.co/fRbVy17fmF",John Barrasso ,R,WY 
34,"RT @EPWGOP: .@SenJohnBarrasso:“WY is blessed w/ an abundance of resources like coal, natural gas &amp; oil that power America’s homes &amp; busines…",John Barrasso ,R,WY 
35,RT @EPWGOP: Chairman @SenJohnBarrasso on @EPA’s rule to give WY authority to permit more carbon capture projects: “The Trump administration…,John Barrasso ,R,WY 
36,The great American comeback is happening right now. Senate Republicans want to get a #coronavirus bill on the floor… https://t.co/oWvR1EjnQ8,John Barrasso ,R,WY 
37,American producers have battled unfair trade practices of China &amp; other countries. Today’s rule sets the stage to l… https://t.co/f9l0YlYHML,John Barrasso ,R,WY 
38,.@BLMNational just released a final rule to streamline the royalty rate reduction process for non-energy solid leas… https://t.co/QoWNdqIIKM,John Barrasso ,R,WY 
39,"Today, a convoy honoring Louisa Swain, the world’s 1st woman voter, departed Washington, DC to head to Laramie, WY… https://t.co/Q5YJlxTSNY",John Barrasso ,R,WY 
40,This is absolutely unhinged rhetoric. Strive to be better @chrismurphyct https://t.co/VuM3BKdbai,John Barrasso ,R,WY 
41,Great morning at the Wheatland Phifer Airfield runway dedication. The runway upgrade received significant funding t… https://t.co/vrVa33VuFa,John Barrasso ,R,WY 
42,"In Wyoming, we’re fortunate to have some of the best tasting drinking water nationwide. It was a pleasure to join m… https://t.co/dN6uZQIgwD",John Barrasso ,R,WY 
43,Democrats have surrendered to the mob. @realDonaldTrump had a strong message of law &amp; order last night at the RNC.… https://t.co/C2bix9etjd,John Barrasso ,R,WY 
44,"The RNC has been patriotic &amp; inspirational, a huge contrast from what we saw a week ago at the DNC. We are hearing… https://t.co/onnkgnvq9G",John Barrasso ,R,WY 
45,.@realDonaldTrump is listening to science and is working to get a #coronavirus vaccine ready in record time. We nee… https://t.co/Wizx0rINfa,John Barrasso ,R,WY 
46,RT @JerryMoran: Indian Country has suffered particularly high rates of #COVID19 &amp; needs greater flexibility in spending the relief funds pr…,John Barrasso ,R,WY 
47,RT @Rocket_Miner: The Wyoming Stock Growers Association's cattle convention and trade show opened Monday at the Sweetwater Events Complex w…,John Barrasso ,R,WY 
48,"RT @USATODAY: By the time most American women finally secured their constitutional right to vote with the passage of the 19th Amendment, mo…",John Barrasso ,R,WY 
49,Wyoming agriculture is at the heart of our communities and nowhere is this shown more than at the @WY_StockGrowers… https://t.co/har0lPvKZR,John Barrasso ,R,WY 
50,RT @sheridanmedia: New post: Senator Barrasso Urges COVID-19 Support for Tribes https://t.co/iWUHPw7QUT,John Barrasso ,R,WY 
51,"RT @County10News: Barrasso calls for increased flexibility, future tribal priority funding for COVID relief https://t.co/6k465sOqVJ #county…",John Barrasso ,R,WY 
52,"In Wyoming &amp; across the country, tribal communities have been hit disproportionately hard by #coronavirus. Tribal g… https://t.co/mPGfUeok7k",John Barrasso ,R,WY 
53,".@JerryMoran, 10 other senators &amp; I wrote @Senatemajldr &amp; @GOPLeader urging for more #COVID19 resources for tribal… https://t.co/B7OaCl491Z",John Barrasso ,R,WY 
54,"RT @CSTribune: Barrasso writes:For generations, coal from Wyoming has powered America’s economy. https://t.co/bleDpDX1JV",John Barrasso ,R,WY 
55,The US is committed to the maximum pressure campaign on Iran’s authoritarian regime. Iran’s violations of its nucle… https://t.co/wf3wHEmUnE,John Barrasso ,R,WY 
56,"Joined @RepLizCheney, @JohnCornyn and 46 other lawmakers in sending letter to @realDonaldTrump expressing our full… https://t.co/V21Grb6a7r",John Barrasso ,R,WY 
57,We paid tribute to our fallen Wyoming firefighters &amp; inducted the first class of outstanding firefighters into the… https://t.co/1qdz6BXNEW,John Barrasso ,R,WY 
58,Anyone who watched the DNC the last few days needs to be concerned with how dangerous the Democrat party is. Their… https://t.co/suOn2Is10c,John Barrasso ,R,WY 
59,RT @SenateGOP: cc: @SpeakerPelosi https://t.co/GIGhvVPZBC,John Barrasso ,R,WY 
60,This will lead to almost absolute financial disaster for lamb producers. @USDA must act quickly to investigate thes… https://t.co/WjVKZBV2xH,John Barrasso ,R,WY 
61,".@SenatorEnzi, @RepLizCheney &amp; I have asked @USDA to look into the acquisition of a lamb processing plant for anti-… https://t.co/we71XzQbl7",John Barrasso ,R,WY 
62,"RT @CSTribune: ""Wyoming continues to be the leading state in the nation in carbon capture research,"" Sen. John Barrasso said Wednesday at t…",John Barrasso ,R,WY 
63,"RT @The_News_Record: Focus on Wyoming, CO2 research during U.S. Senate committee field hearing at the ITC
https://t.co/OWPfqxW3vq",John Barrasso ,R,WY 
64,"Thanks to the #ITC, Wyoming leads the way with innovative #CarbonCapture research. This new technology creates new… https://t.co/Hj5Lb6Xk88",John Barrasso ,R,WY 
65,"This morning, @SenatorEnzi joined me in holding an @EPWGOP field hearing at the Integrated Test Center in Gillette… https://t.co/aaGIzVimUs",John Barrasso ,R,WY 
66,"RT @EPWGOP: Chairman @SenJohnBarrasso: “By converting carbon emissions into valuable and marketable products, we can help address a changin…",John Barrasso ,R,WY 
67,"RT @EPWGOP: Today, the committee will hold a field hearing in Gillette, WY at the Integrated Test Center to examine carbon capture.",John Barrasso ,R,WY 
68,Congrats @CynthiaMLummis on your big primary victory. I look forward to another big victory in November and working… https://t.co/tb7vn9wslA,John Barrasso ,R,WY 
69,"In WY, hunting &amp; fishing are a huge part of our way of life. I’m pleased we will now have expanded recreation acces… https://t.co/7YnL1lkyH8",John Barrasso ,R,WY 
70,.@SecBernhardt just announced the opening &amp; expansion of more than 850 hunting &amp; fishing opportunities across 2.3 m… https://t.co/b0pdhCSnp3,John Barrasso ,R,WY 
71,"100 years ago today, the #19thAmendment was ratified giving women the right to vote. Wyoming helped lead the charge… https://t.co/AcZU9eDVj8",John Barrasso ,R,WY 
72,"Wyoming Strong, the theme for the 108th State Fair parade certainly describes the Grand Marshal, @SenatorEnzi. It w… https://t.co/1TAEnSHwOb",John Barrasso ,R,WY 
73,Wrote in @FoxNews about the coming #coronavirus vaccine and how it’s the key to beating this virus once and for all… https://t.co/7nYTS47lIq,John Barrasso ,R,WY 
74,"RT @RepLizCheney: Congrats to the 2020 Wyoming Ag Hall of Fame inductees, Jack and Diana Berger and Brad Boner, and Ag Teacher of the Year,…",John Barrasso ,R,WY 
75,Democrats don’t want a deal. That’s why they continue to throw up roadblocks that keep us from moving forward with… https://t.co/cMe9RC0Op8,John Barrasso ,R,WY 
76,WY leads the way when it comes to regulating #methane emissions from oil &amp; gas. The Obama-era methane rule was unne… https://t.co/xYFSYGEIRk,John Barrasso ,R,WY 
77,"RT @SenateGOP: Republicans have a plan to beat COVID.

We’re ready to work across the aisle to help Americans.

And the Democrats?

They’re…",John Barrasso ,R,WY 
78,Honored to participate in the dedication ceremony for Malcolm Wallop Park in Sheridan. This park memorializes the l… https://t.co/EyPwG4vDib,John Barrasso ,R,WY 
79,RT @SenateGOP: 1.8 million jobs added last month! 🇺🇸 https://t.co/lXjM9up4Xt,John Barrasso ,R,WY 
80,"RT @SenateGOP: Republicans voted to renew bonus federal unemployment benefits.
 
Democrats blocked it.

Then benefits expired for millions…",John Barrasso ,R,WY 
81,"RT @SenateGOP: Chairman @SenJohnBarrasso on the Senate Floor:

""If enacted, Nancy Pelosi’s so-called HEROES Act would be the largest waste…",John Barrasso ,R,WY 
82,RT @EPWGOP: Chairman @SenJohnBarrasso: “The policies in this draft legislation will keep the United States on track to remain the undispute…,John Barrasso ,R,WY 
83,"RT @sheridanmedia: New post: Senator Barrasso: ‘Democrats’ Wild, Willful, Wasteful Spending Must Stop’ https://t.co/qhirxzIDDp",John Barrasso ,R,WY 
84,"RT @SenKevinCramer: Extending the safe harbor to qualify for the 45Q tax credit would create &amp; protect thousands of jobs, provide regulator…",John Barrasso ,R,WY 
85,"RT @SenKevinCramer: Thanks to @SenWhitehouse, @SenCapito, @SenJohnBarrasso, @SenJohnHoeven, @SenTinaSmith, @SenBillCassidy, and @Sen_JoeMan…",John Barrasso ,R,WY 
86,"RT @SenateGOP: 👀

Conference Chairman @SenJohnBarrasso:

For Speaker Pelosi and her deputy, Chuck Schumer, it's all politics, all of the ti…",John Barrasso ,R,WY 
87,"RT @SenateGOP: we need to help struggling Americans.

and responsibly reopen.

we need to invest in testing.

and find a vaccine.

we need…",John Barrasso ,R,WY 
88,.@SpeakerPelosi’s #coronavirus bill won’t pass &amp; is wasting time. Republicans will hold the line on reckless spendi… https://t.co/KpBtC4pjJX,John Barrasso ,R,WY 
89,Rural communities in Wyoming will benefit from @realDonaldTrump’s executive action to improve access to telemedicin… https://t.co/rfBUfq8r4S,John Barrasso ,R,WY 
90,"RT @SenateGOP: Conference Chairman @SenJohnBarrasso:

The best thing we can do is get Americans back to work.

And young people back to sch…",John Barrasso ,R,WY 
91,RT @EPWGOP: ICYMI Chairman @SenJohnBarrasso wrote in the @CSTribune about the future of nuclear energy being American. https://t.co/MoVyeS7…,John Barrasso ,R,WY 
92,"RT @SenateGOP: right now, your unemployment insurance is being held hostage by Nancy Pelosi and Chuck Schumer.

what are they demanding?

c…",John Barrasso ,R,WY 
93,"People who lost their jobs through no fault of their own need help, but we can’t live in @SpeakerPelosi’s handout h… https://t.co/SpmxYG9Lgj",John Barrasso ,R,WY 
94,"It was a beautiful day in Afton for the Lincoln County Fair Parade. Every summer, I look forward to passing under t… https://t.co/bBKyNUy2Y3",John Barrasso ,R,WY 
95,"RT @SenateGOP: millions of Americans are out of work. 

by no fault of their own.

unemployment benefits from the CARES Act expire tomorrow…",John Barrasso ,R,WY 
96,"RT @SenateGOP: Where are the Democrat mayors? 

Where are the Democrat governors?

In liberal cities across America, mob rule has replaced…",John Barrasso ,R,WY 
97,RT @SenKevinCramer: Thank you @SenJohnBarrasso for your support of the Paycheck Protection Small Business Forgiveness Act. #SaveSmallBusine…,John Barrasso ,R,WY 
98,RT @EPWGOP: Chairman @SenJohnBarrasso: “The American Nuclear Infrastructure Act will strengthen both our energy &amp; national security interes…,John Barrasso ,R,WY 
99,We’re seeing the result of the defund-the-police movement. We need to defend – not defund – police &amp; law enforcemen… https://t.co/fikQmbxpXx,John Barrasso ,R,WY 
100,RT @DoleFoundation: We're excited to toast Senators Elizabeth and Bob Dole this Thursday at 5:30 EST! Join us to celebrate: https://t.co/PA…,John Barrasso ,R,WY 
101,RT @EPWGOP: .@SenJohnBarrasso at today’s hearing on the govt reducing office footprint &amp; saving taxpayer money: “Reducing expenses is incre…,John Barrasso ,R,WY 
102,The Senate GOP introduced a framework for the next #coronavirus relief legislation. It focuses on getting people ba… https://t.co/FXhPt9qqkG,John Barrasso ,R,WY 
103,"RT @SenateGOP: The entire Democrat party has turned its back on the safety and security of the American people. 

You can see the grizzly r…",John Barrasso ,R,WY 
104,"#HEALSAct simplifies the #PPP loan forgiveness process, but we can do more to provide relief &amp; certainty for Americ… https://t.co/meNCjrKsOM",John Barrasso ,R,WY 
105,I would like to wish a very Happy Birthday to @RepLizCheney. It is a privilege to represent and serve the people of… https://t.co/gwmtuHklpn,John Barrasso ,R,WY 
106,RT @greta: 07/26/2020 Sen. Barasso and Sen. Coons talk COVID-19 relief delays and U.S. China consulate closings https://t.co/zBga9I35PA @Se…,John Barrasso ,R,WY 
107,"Today, our nation celebrates the 30th anniversary of the #ADA. This landmark legislation eliminated barriers for ma… https://t.co/BGwnSY1O8s",John Barrasso ,R,WY 
108,"July 25th is National Day of the American Cowboy. The American cowboy symbolizes the spirit, values &amp; traditions pe… https://t.co/Yhibr6hASf",John Barrasso ,R,WY 
109,"RT @visitwyoming: Happy National Day of the American Cowboy. If there’s one thing that sets Wyoming apart from other destinations, it’s the…",John Barrasso ,R,WY 
110,Great to be back in #Wyoming and to sit down with #KTWO’s @TaylorWirtz  and @RyanMatoushWX to talk about the latest… https://t.co/rLHUU0J7fT,John Barrasso ,R,WY 
111,RT @EPWGOP: Chairman @SenJohnBarrasso: “The Trump administration is limiting unnecessary regulations &amp; making it easier for American compan…,John Barrasso ,R,WY 
112,RT @EPWGOP: Chairman @SenJohnBarrasso on @EPA &amp; @NRCgov answering his call to help WY uranium production by entering into an MOU: “This agr…,John Barrasso ,R,WY 
113,"#NDAA funds projects at F.E. Warren Air Force Base in WY, reinforces our deterrent against China &amp; Russia, expands… https://t.co/Gfbq9jHfQp",John Barrasso ,R,WY 
114,"The Senate just passed the National Defense Authorization Act, a bill essential to keeping Americans safe. #NDAA gi… https://t.co/THvAOf26dO",John Barrasso ,R,WY 
115,RT @EPWGOP: Chairman @SenJohnBarrasso  at today’s hearing on the spread of diseases from wildlife: China is the prime bad actor in facilita…,John Barrasso ,R,WY 
116,"Rising Covid-19 cases are troubling, but that doesn’t mean we have to stop reopening responsibly. Americans have ma… https://t.co/jbM5lqdZMt",John Barrasso ,R,WY 
117,"RT @SenateGOP: Chairman @SenJohnBarrasso:

There’s no way we’re going to win a bidding war with Chuck Schumer and Nancy Pelosi when it come…",John Barrasso ,R,WY 
118,"RT @CSTribune: “A permanent DOE presence in the state will allow us to build upon this close relationship and further energy research, deve…",John Barrasso ,R,WY 
119,This provides immediate relief to small businesses who don’t have the time or resources to navigate the current… https://t.co/CahmOmjIQC,John Barrasso ,R,WY 
120,.@SenatorEnzi &amp; I cosponsored a bill to streamline the forgiveness process for #PaycheckProtectionProgram loans und… https://t.co/pXObmc6Tep,John Barrasso ,R,WY 
121,"We’re looking at $1 tril. dollars in new #coronavirus legislation, but we’re going to spend this responsibly, unlik… https://t.co/5FlflK3y98",John Barrasso ,R,WY 
122,"@SenatorTimScott Thanks so much, @SenatorTimScott. This means a lot.",John Barrasso ,R,WY 
123,@SenatorEnzi Thank you @SenatorEnzi for the kind words.,John Barrasso ,R,WY 
124,Went on @FoxNews to talk about possible next steps in #coronavirus relief legislation with @DavidAsmanfox. https://t.co/DFOwR6jjAE,John Barrasso ,R,WY 
125,"RT @SenateGOP: This week, we continue our work on the 60th bipartisan National Defense Authorization Act.

The FY2021 NDAA:

✓ Provides for…",John Barrasso ,R,WY 
126,"RT @SenateGOP: Chairman @SenJohnBarrasso on @SquawkCNBC:

Phase 4 of coronavirus relief legislation must only be a bridge to a healthy econ…",John Barrasso ,R,WY 
127,"The next #coronavirus bill needs to be a recovery bill, a bridge to a healthier economy. It should be one that… https://t.co/W7HyerwuZY",John Barrasso ,R,WY 
128,"RT @SquawkCNBC: ""The risk of keeping kids out of school is much higher than the risk of putting children in school. That is where they need…",John Barrasso ,R,WY 
129,"RT @SquawkCNBC: ""It's not stimulus, it is a recovery bill for our economy,"" says @SenJohnBarrasso. https://t.co/CZYPaJ1zlN",John Barrasso ,R,WY 
130,"RT @SenateGOP: Son of sharecroppers.

Civil Rights leader.

Freedom Rider.

Change maker.

Fearless fighter.

American hero. https://t.co/x…",John Barrasso ,R,WY 
131,The entire Cowboy State is proud of Bridger. He’s a hero deserving of Captain America’s shield. https://t.co/C36nfIhz0C,John Barrasso ,R,WY 
132,"Today, I sent a letter to @SecBrouillette requesting #DOE open a satellite office in WY. WY &amp; #DOE have a strong re… https://t.co/A9IjXCUKTg",John Barrasso ,R,WY 
133,RT @SecPompeo: To firms and investors involved with the Nordstream 2 pipeline: Get out now or risk the consequences.,John Barrasso ,R,WY 
134,"Electricity markets have changed drastically since #PURPA became law in 1978. Under @FERC’s final rule, electricity… https://t.co/Jlj9EEV3YR",John Barrasso ,R,WY 
135,"Great news, @FERC released its final #PURPA rule today and it mirrors many of the reforms @SenatorRisch &amp; I include… https://t.co/aggNraBlfS",John Barrasso ,R,WY 
136,"For years, Russia has used energy as a geopolitical weapon. The #NordStream2 pipeline is a Russian trap. Congress i… https://t.co/goM69bf6EF",John Barrasso ,R,WY 
