,tweet,politican
65,"Instead of shoveling cash at our nation’s economic crisis, Congress should be focusing on a long-term recovery bill… https://t.co/cWuWXCllQA",Cruz
66,ATTN TX: @GovAbbott has issued a State Disaster Declaration for Texas Coastal areas expected to be impacted by seve… https://t.co/7zjO8HZVyR,Cruz
67,".@SpeakerPelosi claims to want to help the working men and women of our country, yet what she's proposing is actual… https://t.co/X4kGOJaiw9",Cruz
68,John Lewis was a civil rights icon. I had the privilege of traveling with John and listening to him share stories o… https://t.co/BgCjlj3ZqY,Cruz
69,"Tomorrow I'll be on @FaceTheNation to talk about:
-Helping the American people overcome the unprecedented public he… https://t.co/160Pt7nlcm",Cruz
70,"RT @TDEM: Hurricane Hanna is expected to bring very heavy rainfall to South Texas and the Rio Grande Valley. 

The @NWSWGRFC is forecasting…",Cruz
71,"RT @NHC_Atlantic: Hurricane #Hanna made landfall on Padre Island, Texas at 5 PM CDT with maximum sustained winds of 90 mph. Visit https://t…",Cruz
72,"RT @NHC_Atlantic: Hurricane #Hanna has made a second landfall at 6:15 pm CDT in Kenedy County, Texas with maximum sustained winds of 90 mph…",Cruz
73,WATCH: Tomorrow at ~9:40am CT I’ll be joining @margbrennan on @FaceTheNation to discuss the need for a recovery bil… https://t.co/nWjyIDsFfu,Cruz
74,RT @TeddLMitchell: I am proud and delighted to announce the @TTUSystem Board of Regents has selected an @AngeloState alumnus—Lieutenant Gen…,Cruz
75,"Important tips to know before a disaster strikes from @Readygov:
-Do NOT walk, drive, or swim in flood waters.
-Sta… https://t.co/tQuNexArX9",Cruz
76,"RT @CityofBaytown: Don't wait, prepare for a hurricane, tropical storm or high water now. #hurricaneseason2020 https://t.co/uuIben5Cnk",Cruz
77,Esta semana presenté mi propuesta bipartidista enalteciendo el legado de Oswaldo Payá y nombrando la calle frente a… https://t.co/BMs8fhSMqE,Cruz
78,".@brian_blase in @Forbes: ""Congress could help people by allowing anyone to contribute to an HSA during the extent… https://t.co/rwilYExwGM",Cruz
79,.@WashTimes: #Antifa set to be focus of Sen. Cruz’s @senjudiciary Subcommittee on The Constitution hearing. https://t.co/zu6xaYgOsi,Cruz
80,I agree. I’ve pushed to suspend the payroll tax to help Americans keep more of their hard-earned $$ in their pocket… https://t.co/t5QFoxdmCJ,Cruz
81,Our dependence on #China for life-saving meds &amp; treatments is deeply problematic. That’s why I’m glad the Senate ha… https://t.co/6O00y7zQVN,Cruz
82,I'm grateful the NDAA includes @SenatorShaheen's and my bipartisan bill to clarify once and for all that all those… https://t.co/MOuX3Jcjej,Cruz
83,Proud to support this strong bipartisan measure to fulfill our national defense responsibility. #NDAA advances US n… https://t.co/3ToTQedPM3,Cruz
84,"This is a BIG win! 

@Tesla coming to #TX means: 
✅more jobs
✅another boost for Texas’ economy https://t.co/31P6Qx3yt1",Cruz
85,"RT @thehill: Sen. @tedcruz: ""As the son of a Cuban immigrant who fought for his freedom, I grew up listening to stories of leaders fighting…",Cruz
86,"As Tropical Storm Hanna moves closer to Texas, I’m urging all Texans to heed guidance from local officials, prepare… https://t.co/jw753WKmFG",Cruz
87,"RT @MOFA_Taiwan: One door closes, another opens. This is the natural course of things in international relations. Thank you @SenTedCruz for…",Cruz
88,"As the CCP continues to their campaign to isolate #Taiwan, we must bolster our Taiwanese allies with the support th… https://t.co/2TFVunqvKa",Cruz
89,More suspicious activity tied back to Chinese consulates in our country.  https://t.co/wRpersGadz,Cruz
90,I’m proud to honor the memory of Cuban dissident Oswaldo Payá with my bipartisan legislation and will continue to s… https://t.co/06vKxWB5X2,Cruz
91,"Tesla's new $1B 'Gigafactory' will open near Austin, with Musk calling it an 'ecological paradise' https://t.co/A2slTxa4cG via @houstonchron",Cruz
92,At @SenateForeign I urged @StateDept to release to the American public &amp; the world the truth surrounding #China's t… https://t.co/EDWum1TMed,Cruz
93,Democrats who have decided to support violent #Antifa thugs and argue that law enforcement is the enemy are wrong. https://t.co/DZNzyOvhNg,Cruz
94,"GREAT NEWS FOR TEXAS!
 
@elonmusk &amp; @Tesla have decided to build its largest assembly plant in #TX. This means more… https://t.co/AfpBbTlEj1",Cruz
95,Too many Dem politicians are turning a blind eye to Antifa’s violent hijacking of peaceful protests. Next Wednesday… https://t.co/xvua8k3NL9,Cruz
96,Democrats are neglecting their responsibility to protect the people they serve and are instead supporting the radic… https://t.co/ZFpPNxZPi5,Cruz
97,Democrats who support Leftist mobs have abandoned their oath to protect the people they serve. That’s why I introdu… https://t.co/D3lJ4Tcjk4,Cruz
98,"ICYMI yesterday at @SenateForeign and in advance of my classified briefing today, I asked the @StateDept to make th… https://t.co/ggRXIC8eQ4",Cruz
99,With the @StateDept’s decision to close the Chinese consulate in #Houston because it engaged in espionage and IP th… https://t.co/7zCGzfYmn3,Cruz
100,.@FoxNews: Sen. Cruz hits back at Dems allowing 'mob' violence: 'They're refusing to protect their own citizens' https://t.co/080PpZFkyE,Cruz
101,"RT @thehill: Sen. Ted Cruz: ""Big business, giant corporations, the media, Hollywood -- all are terrified to take on communist China."" https…",Cruz
102,"RT @michaeljknowles: “As it’s written right now, I’m not only a 'no,' I’m a 'hell no.'” 👍🇺🇸 https://t.co/LNDKQmW5pE",Cruz
103,RT @realDailyWire: ‘Hell No!’: Ted Cruz Holds Firm Against Senate GOP Leadership Over $1 Trillion Coronavirus Relief Package https://t.co/1…,Cruz
104,"RT @WSJopinion: Politicians who won’t protect people should be held accountable. My new bill will make sure they are, writes @tedcruz  http…",Cruz
105,"COMING UP 📺: I’ll be speaking with @ShannonBream on @foxnewsnight about the RECLAIM Act, legislation I introduced t… https://t.co/H2lHbhlTq6",Cruz
106,"Democrats’ comparison of American federal law enforcement agents to Chinese Communist oppressors is obscene, false,… https://t.co/dwzObqHnu3",Cruz
107,Domestic terrorists have taken over our cities. It’s time for us to take our cities back. That’s why today I introd… https://t.co/73ZZ71OOvS,Cruz
108,Oswaldo Payá dedicated his life to fighting against the evils of communism in Cuba. I’m proud to honor his legacy b… https://t.co/Fxz2382yVC,Cruz
109,"Right now, our main priority needs to be overcoming these unprecedented public health and economic crises. We don’t… https://t.co/cvqKJBlD30",Cruz
110,"As public officials, our first responsibility is to protect our fellow citizens. Any politician who chooses to igno… https://t.co/jIc80HUSXu",Cruz
111,"ICYMI on @KBTXNews: As we continue working to defeat #COVID19, Congress should be focused on long-term solutions to… https://t.co/SPrRYOu9Jj",Cruz
112,#China is the single greatest geopolitical threat facing the United States now and the foreseeable future. About to… https://t.co/MUFqueA0H7,Cruz
113,RELEASE: Sen. Cruz Introduces Bill to Hold Local Officials Liable For Allowing Violent “Autonomous Zones”,Cruz
114,".@seanhannity: CRUZ: ‘We Are Paying a Whole Lot of People to Stay Home and Not Work,’ Earn More ‘Than On the Job’ https://t.co/kBrOzRKj87",Cruz
115,RT @FreedomWorks: [MUST WATCH] 🔥 #WednesdayWisdom from @SenTedCruz! #ReopenAmerica 🇺🇸 #ampFW https://t.co/u4ndKmZmPs,Cruz
116,"ICYMI my interview with @seanhannity last night: We need to keep people safe, but we also need to get people safely… https://t.co/MDEZMSNtHa",Cruz
117,"RT @dcexaminer: .@TedCruz on the latest COVID bill:

""As it’s written right now, I’m not only a no, I’m a hell no...

This is the swamp in…",Cruz
118,RT @BuckSexton: @tedcruz is 100% correct here⬇️ https://t.co/mIA4mrgP4l,Cruz
119,"RT @thehill: Sen. @tedcruz: ""We are paying a whole lot of people a lot more money to stay home and not work than they made on their jobs --…",Cruz
120,".@Newsmax: Cruz: State, Local Leaders Must Be Held Accountable for Rioters https://t.co/ErJtpNowUP",Cruz
121,"RT @ScottTParkinson: .@tedcruz @RandPaul are serving as the canary in the coal mine, expressing outrage re: direction of the COVID legislat…",Cruz
122,"""In recent years Cruz has taken a leadership position in terms of accountability and whistleblower issues at the U.… https://t.co/8oVD2g6DVo",Cruz
123,Local leaders who allow rioters to destroy lives and businesses need to be held accountable. That’s why today I’m i… https://t.co/WFDShlhTWN,Cruz
124,The violence and destruction we’ve seen is a consequence of the radical Left. Enough is enough. That’s why tomorrow… https://t.co/zHOoyZBNTp,Cruz
125,"WATCH 📺: At ~8:20pm CT I’ll be talking with @seanhannity about the need for a long-term #coronavirus recovery bill,… https://t.co/0IJijTyq8a",Cruz
126,"As our nation continues to work through these unprecedented public health and economic crises, Congress should focu… https://t.co/68CW4aI449",Cruz
127,"The mob has gotten out of control, and our businesses, our institutions, and our history are getting dragged into t… https://t.co/odkFEc32nP",Cruz
128,"ICYMI on the @marklevinshow, I talked about how the far-Left’s radical policies would destroy our country &amp; the nee… https://t.co/jCbNncVPZj",Cruz
129,".@FDD: On the future of Iran, we need to collapse the regime. The Iranian regime unremittingly seeks our destructio… https://t.co/vAOY30NmBD",Cruz
130,RT @GroverNorquist: Congress should pass @tedcruz @reptedbudd legislation to allow Americans to pay for their healthcare tax free during th…,Cruz
131,The violent protests have got to stop. Authoritarian Dems are failing to protect our communities by siding w/ the L… https://t.co/yKmhE2TEMj,Cruz
132,"Great piece by @GroverNorquist highlighting my Pandemic Healthcare Access Act, a crucial piece of legislation that… https://t.co/gt7mU9zt9R",Cruz
133,"This is what Trump derangement syndrome looks like.
https://t.co/REdgTogDCR",Cruz
134,".@DailySignal: “As municipalities around the country ponder defunding their police forces, Sen. Ted Cruz is pushing… https://t.co/0Bz7KYg3vi",Cruz
135,"RT @FDD: NEW:
The Post-Islamic Republic Future of #Iran

Featuring keynote remarks from @SenTedCruz (R-TX) and a panel discussion with Amba…",Cruz
136,"RT @LRacheldG: Are calls to #DefundThePolice RACIST?
 
You never want to miss an episode of the @DailySignal podcast, but you especially do…",Cruz
137,I'm pleased that the Senate has voted to confirm @RussVought45 for Director of the Office Management and Budget. He… https://t.co/WIUOZG3bxv,Cruz
138,Live now! https://t.co/u8YU61nDU2,Cruz
139,Tune in to @FoxNews! Speaking with @HARRISFAULKNER momentarily about the fight for the future of our country as Dem… https://t.co/PIDy23901T,Cruz
140,Joining @marklevinshow at 7:20pm ET to discuss what’s at stake this November and the need for leaders who will stan… https://t.co/aGQYjNzQBZ,Cruz
141,".@RedState: Ted Cruz, Dan Crenshaw and Other Conservatives Rip Pelosi for Spreading Hoax Against Fed Officers, Defe… https://t.co/m4ipWhjbAs",Cruz
142,.@FoxNews: Ted Cruz blasts Democrats for 'facilitating and cheering' violent protests in Portland https://t.co/hkOUjDWb9j,Cruz
143,"Being sanctioned by the Chinese Communist Party is a badge of honor. They engage in murders, forced sterilizations,… https://t.co/GxjCszYGyW",Cruz
144,Dem leaders &amp; the MSM care more about supporting Leftist mobs than Americans’ freedom of religion. That’s why I've… https://t.co/Z7N0ppua2a,Cruz
145,"More evidence that the Obama administration weaponized the FBI to target the Trump campaign.
https://t.co/0Dny9HHeax",Cruz
146,RT @LRacheldG: TOMORROW don’t miss the @dailysignal podcast! I spoke with @SenTedCruz about why he thinks it's racist to defund the police.…,Cruz
147,RT @juliemason: So much for that family trip to Beijing -- @tedcruz woke up one morning to find out he'd be sanctioned by China. He was not…,Cruz
148,"ICYMI: I joined @POTUSPressPool’s @juliemason on Friday to discuss working together to defeat the #coronavirus, saf… https://t.co/Z5QCs1rp3J",Cruz
149,RT @WBAP247NEWS: Rick Roberts: Ted Cruz wants to hold cities liable for property damage if they told cops to stand down. He has strong word…,Cruz
150,Thank you to @BishopJDixon of @TheCOFchurch ministries for an incredible visit and tour of the King’s Dome sanctuar… https://t.co/4wmws2ktl7,Cruz
151,John Lewis had a passion for justice and an indomitable courage that helped transform this nation. His presence wil… https://t.co/Z8bszANYt4,Cruz
152,Tragic to see such a horrific ending to what was supposed to be a joyful day for friends in law enforcement. Liftin… https://t.co/fIUgnn2kjf,Cruz
153,RT @seanhannity: Cruz to Introduce Bill Holding Local Govs Liable to Property Owners if No Police Protection https://t.co/zwo4oWv3PG,Cruz
154,To say John Lewis was an icon or a hero is an understatement. I am humbled to have known John &amp; to have heard his d… https://t.co/hnomljppbX,Cruz
155,Pleased to see the admin strengthen sanctions established against the Ortega regime. These sanctions will help hold… https://t.co/jYnQzk7kbq,Cruz
156,TUNE IN📻: At 3pm CT to @WBAP247NEWS I’ll be talking with @realRickRoberts on Dems’ radical calls to ‘Defund the Pol… https://t.co/SF2RN3Maz3,Cruz
157,"""Hollywood now regularly censors its own movies to appease the CCP, the world’s most powerful violator of human rig… https://t.co/Wdo8HpLFg8",Cruz
158,"This week’s #NordStream2 sanctions announcement confirms the unified bipartisan, bicameral, inter-branch consensus… https://t.co/gMYYLLNoFH",Cruz
159,"For too long, Hollywood has been complicit in China’s censorship. That’s why I've introduced the SCRIPT Act, legisl… https://t.co/yNnC3L2eJp",Cruz
160,My thoughts and prayers are with the Guillén family and all those at Fort Hood this morning as they pay their final… https://t.co/SNu4F412qP,Cruz
161,RT @SecPompeo: To firms and investors involved with the Nordstream 2 pipeline: Get out now or risk the consequences.,Cruz
162,".@YahooFinance: Barr’s attack on the movie industry had similarities to those of Sen. Cruz, who intro'd the SCRIPT… https://t.co/fK22OL27PI",Cruz
163,RT @ThomasASchatz: Thank you @SenTedCruz for joining @GovWaste yesterday for our virtual press conference to release the #PigBook. Your out…,Cruz
164,"RT @WHNSC: Europe should not allow #Russia to undermine #European security and solidarity, prevent energy diversification, and expand its m…",Cruz
165,"The administration’s announcement, coupled with congressional sanctions @SenatorShaheen and I authored, should be a… https://t.co/kiAfbOH3tp",Cruz
166,"The Kremlin will no doubt continue its frantic efforts to circumvent American sanctions, and so it is imperative th… https://t.co/Z7ldb2yH96",Cruz
167,"RT @EmpoweringUSA: BREAKING: In op-ed piece, @SenTedCruz states Biden's plan would undermine US energy independence: 

 https://t.co/wRcSAB…",Cruz
168,Biden’s clear embrace of the far-Left’s radical policies will destroy our economy and kill the jobs many hardworkin… https://t.co/Fc2XMaOlLd,Cruz
169,"The admin's #NordStream2 announcement put a critical roadblock in the path of Putin’s pipeline, but Russia will kee… https://t.co/yRn4QSHBxM",Cruz
170,"Biden’s energy proposal is:
-Out of touch
-Guaranteed to undermine America’s energy independence
-Going to increase… https://t.co/e0SG6nNnCp",Cruz
171,"While @NYCMayor continues to kowtow to Leftist mobs  &amp; allow statues &amp; memorials to be destroyed &amp; vandalized, it’s… https://t.co/cAar5fGRR6",Cruz
172,The #DC school voucher program empowers students and families of all backgrounds with more opportunity. @JoeBiden &amp;… https://t.co/AtbjAkrt8x,Cruz
173,Great move by POTUS to improve America’s infrastructure &amp; create more jobs. It’s time for Congress to take up &amp; pas… https://t.co/o5bDynZQOM,Cruz
174,"Excellent op-ed by @Heritage President @KayColesJames. Now, more than ever, leaders need to stand up to the Leftist… https://t.co/5Qy1261g5s",Cruz
175,Glad to see @GovWaste's annual #PigBook is out to shine a powerful light on the worst pork spending in Washington.… https://t.co/15lxinkgbT,Cruz
176,"“Expressive conduct that's untethered to sound constitutional &amp; moral reasoning, such as the anarchic destruction o… https://t.co/aOVe1mzRuc",Cruz
177,I couldn't agree more with @AndyPuzder. It’s painfully clear Biden doesn’t understand the impact tax hikes have on… https://t.co/dY93vspm8E,Cruz
178,In the coming weeks Congress will take up new bipartisan language clarifying &amp; expanding the mandatory sanctions th… https://t.co/uLSFGjx1tQ,Cruz
179,Grateful for the @USMC &amp; all the men and women of our U.S. Armed Forces who are working to combat this public healt… https://t.co/EZhmhtorR1,Cruz
180,"Under POTUS &amp; Senate GOP leadership, energy producers have ushered in a new era of opportunity &amp; innovation. We'e s… https://t.co/gnlXeAzKUI",Cruz
181,Just a reminder on this #TaxDay that Joe Biden and the Democrats want to raise your taxes and create more expensive… https://t.co/PQnnQMJWmx,Cruz
182,ATTN #TX: 2020 #TaxDay is here. Today is the deadline to file 2019 income taxes or to request an extension of time… https://t.co/vuzNjwdoxS,Cruz
183,"RT @FreedomWorks: ⚠️ Biden's plan would undermine US energy independence

@SenTedCruz ""Biden plans to pay for this proposal by raising taxe…",Cruz
184,"RT @ASP: Thank you @SenTedCruz  for your time &amp; contribution to #AStartingPoint 

https://t.co/8TRSNPjvwa https://t.co/8z5ZzuufK7",Cruz
185,"Glad to see the admin apply CAATSA sanctions to #NordStream2 &amp; other Russian pipelines. Today’s move, coupled with… https://t.co/mc8e6flTVV",Cruz
186,"If you need more evidence that Dems have abandoned the hard-working men &amp; women of this country, look no further th… https://t.co/k9XimJ8RO4",Cruz
187,"RT @dcexaminer: From @SenTedCruz: ""Biden's plan would undermine US energy independence""
https://t.co/n4O5P0ZDeE",Cruz
188,"The Chinese Communist Party is terrified and as a result they’re lashing out. Unfortunately for CCP officials, I do… https://t.co/wO6hrDFLlw",Cruz
189,".@KXIITV: Sen. Cruz, an outspoken critic of #China, has been banned from China. These new sanctions are mostly symb… https://t.co/i2x6KXKmsn",Cruz
190,"A world without police is a world with much more violent crime.
 
On @ASP, I talk about the communities who will be… https://t.co/g0QPPqhwu5",Cruz
191,"Congrats to @ChrisEvans, @MarkKassen, &amp; the @ASP team on today’s #AStartingPoint launch! I’m proud to join in their… https://t.co/upTFIyc00b",Cruz
192,The death of Border Patrol Agent Enrique Rositas is a stark reminder of the selfless commitment the men &amp; women of… https://t.co/4hmi0AHQW1,Cruz
193,Authoritarian regimes like the Chinese Communist Party fear the truth. I am proud to speak up for the millions who… https://t.co/DAWF8TVRH1,Cruz
194,WATCH: Democrat @RepSpeier pushes the Chinese Communist Party’s propaganda by praising China’s “discipline” with th… https://t.co/pGTspc4alP,Cruz
195,"In the great state of Texas, we support entrepreneurs, innovation, and jobs. If @elonmusk and @Tesla are ready to m… https://t.co/7stO2uC8wx",Cruz
196,NEW from @realDailyWire: Cruz to introduce legislation so governments withholding police protection are liable to p… https://t.co/4bqTJYR9Lq,Cruz
197,This is welcome news among many recent announcements deepening the US-UK alliance. Our British allies play a critic… https://t.co/xLt0blMW07,Cruz
198,America is under attack from far-left domestic terrorists. We need leaders to stand up and defend American unapolog… https://t.co/824cQkkEZB,Cruz
199,"Another deadly weekend in Chicago.
 
When will Democratic leaders realize that demonizing, defunding, and delegitim… https://t.co/SyJBZ10M8M",Cruz
0,"RT @Mike_Pence: As we reopen America, we must reopen schools and get students in the classroom this fall. There is no match for the mental…",Pence
1,"RT @Mike_Pence: The people of North Carolina should be proud of the commitment, integrity and character of @RepRichHudson, @RepDavidRouzer…",Pence
2,RT @Mike_Pence: Thank you to Bob Luddy for the incredible work you’ve done to reopen @Thales_Academy! There are very few Americans who have…,Pence
3,RT @Mike_Pence: Pleased to be at @Thales_Academy with @BetsyDeVosED! We are committed to making sure states not only have the support but t…,Pence
4,RT @WhiteHouse: LIVE: President @realDonaldTrump delivers remarks on energy dominance https://t.co/y4hvLoRLIc,Pence
5,RT @Mike_Pence: Thank you to Mrs. Combs’ 4th Grade Class! We are so proud and happy to see you all back in school! @Thales_Academy has take…,Pence
6,RT @Mike_Pence: Statement on the Passing of Former Indiana Governor Joe Kernan: https://t.co/MUKTKdNVGN,Pence
7,RT @Mike_Pence: Hello North Carolina! Happy to be here to visit @Thales_Academy where students are back in the classroom learning and thriv…,Pence
8,"RT @Mike_Pence: To Open Up America Again is to open up schools again! Heading to North Carolina with @BetsyDeVosED, @RepRichHudson, @RepDav…",Pence
9,"RT @Mike_Pence: Today, @SecondLady and I paid our respects to Congressman John Lewis at the United States Capitol. John was a great man who…",Pence
10,"RT @Mike_Pence: Thank you to @GovRonDeSantis, @LtGovNunez, @MarioDB, Dean Ford, and the whole team at @umiamimedicine for making it possibl…",Pence
11,RT @Mike_Pence: Thank you to the countless volunteers participating in clinical trials at 89 sites across America. You’re doing more than y…,Pence
12,"RT @Mike_Pence: Moderna entered Phase 1 and Phase 2 in record speed, and thanks to the leadership of President @realDonaldTrump, this histo…",Pence
13,RT @Mike_Pence: Today is Day One of the first Phase 3 clinical trial in the United States! Thanks to the hard work of @SteveFDA and the ext…,Pence
14,RT @Mike_Pence: Just landed in Miami! We are here to see the incredible work being done by medical professionals at @umiamimedicine and to…,Pence
15,RT @Mike_Pence: Wheels up to Florida with @SteveFDA to visit @umiamimedicine to mark the beginning of Phase-3 clinical trials with @GovRonD…,Pence
16,"RT @Mike_Pence: As we told @CharlieBakerMA on Nantucket, the people of Massachusetts slowed the spread and flattened the curve and MA now h…",Pence
17,RT @Mike_Pence: Thank you @CharlieBakerMA for a good meeting today. We are here for you and we will get through this together. We remain st…,Pence
18,RT @Mike_Pence: Thank you @GovHolcomb for your strong leadership during this time in our Nation. We are with you and we will stay with you…,Pence
19,RT @Mike_Pence: President @realDonaldTrump and I are fully committed to reopening schools this fall. Thank you to all of the Higher Educati…,Pence
20,"RT @Mike_Pence: To Open Up America Again, we’ve got to open up America’s schools! https://t.co/8keeeMTXIL",Pence
21,"RT @Mike_Pence: We are grateful to @GM and the plant in Kokomo who have produced more than 17,000 ventilators. Because of the public-privat…",Pence
22,RT @WhiteHouse: LIVE: President @realDonaldTrump presents the Medal of Freedom https://t.co/ohngN9HIkF,Pence
23,"RT @SecondLady: ""There's help for our #Veterans, there's help for Americans. We actually have things we're putting into place. We want peop…",Pence
24,"RT @WhiteHouse: This morning, President @realDonaldTrump will present the Medal of Freedom to former Olympian, record-breaking runner, and…",Pence
25,RT @Mike_Pence: Congratulations to @jimryun on being awarded the Presidential Medal of Freedom by President @realdonaldtrump! Jim’s accompl…,Pence
26,RT @SecondLady: Looking forward to visiting @VAIndianapolis and learning more about their #ArtTherapy telehealth program for #Veterans. 🎨 🏥,Pence
27,RT @Mike_Pence: Hello Indiana! Great to be back in the Hoosier State with @SecondLady!,Pence
28,RT @realDonaldTrump: The great Jim Ryun will be honored this morning at the White House with the presentation of The Presidential Medal of…,Pence
29,RT @Mike_Pence: Heading to Indiana with @SecondLady for a Coronavirus Briefing with Higher Education Leaders at Marian University. We canno…,Pence
30,RT @realDonaldTrump: WELCOME BACK BASEBALL! https://t.co/dhLSfNkI7L,Pence
31,"RT @WhiteHouse: ""All families should be empowered to make the decision that is right for their own circumstance."" https://t.co/RnmqOmkPJx",Pence
32,"RT @WhiteHouse: The United States has conducted more than 51 million Coronavirus tests, and we are surging testing to hotspots. https://t.c…",Pence
33,"RT @WhiteHouse: ""Our strategy to safely reopen schools mirrors our approach nationwide.""

Shelter those at highest risk, and allow those at…",Pence
34,RT @Mike_Pence: Protecting Religious Freedom at home and abroad is a foreign policy priority for the United States of America. We cherish t…,Pence
35,"RT @Mike_Pence: As I told Archbishop @Elpidophoros today, America will stand firm with the Greek Orthodox Church in the call for Hagia Soph…",Pence
36,"RT @WhiteHouse: As we make progress toward therapeutics and a vaccine, President @realDonaldTrump is reminding Americans to wear masks and…",Pence
37,RT @WhiteHouse: LIVE: President @realDonaldTrump holds a news conference https://t.co/4Hy92b3kD7,Pence
38,"RT @Mike_Pence: Honored to speak with @CWforA today, an organization that has been protecting &amp; promoting the sacred values of faith, famil…",Pence
39,"RT @SecondLady: Enjoyed visiting Grey Ghost Bakery - a #Veteran and #MilitarySpouse owned business! With the help of the @SBAgov, owners Ka…",Pence
40,RT @WhiteHouse: LIVE: President @realDonaldTrump holds a news conference https://t.co/eNMavhb1e4,Pence
41,"RT @Mike_Pence: Because of the partnership we forged with Governors, the whole-of-America response President @realDonaldTrump initiated, th…",Pence
42,"RT @Mike_Pence: Nearly 10,000 tests per day are being performed in South Carolina and beginning at the end of this week, the federal govern…",Pence
43,RT @Mike_Pence: From President @realDonaldTrump &amp; our Admin to the people of South Carolina: We're with you &amp; we’re going to work closely w…,Pence
44,"RT @Mike_Pence: To Open Up America Again, we need to open up schools again. Thank you, @UofSC for the productive conversation. Though the r…",Pence
45,"RT @Mike_Pence: Thank you, Governor @henrymcmaster for welcoming @SecondLady and I to South Carolina. The Federal Government is fully equip…",Pence
46,"RT @Mike_Pence: Wheels up to South Carolina with @SecondLady,@BetsyDeVosEd, and @SeemaCMS. Looking forward to meeting with Governor @henrym…",Pence
47,"RT @realDonaldTrump: We are United in our effort to defeat the Invisible China Virus, and many people say that it is Patriotic to wear a fa…",Pence
48,"RT @Mike_Pence: In May, @NASA and @SpaceX returned Americans astronauts @AstroBehnken and @Astro_Doug to space on an American rocket from A…",Pence
49,"RT @Mike_Pence: With new direction and support from President @realDonaldTrump, @NASA has pressed ahead with testing the Orion spacecraft,…",Pence
50,RT @Mike_Pence: President @realDonaldTrump signed Space Policy Directive-1 to refocus American human space exploration. @NASA’s Artemis pro…,Pence
51,"RT @Mike_Pence: Today, America celebrates Space Exploration Day! Under President @realDonaldTrump’s leadership, we are launching a new era…",Pence
52,"RT @Mike_Pence: On today’s call America’s Governors, we discussed our Administrations full support to states that are seeing rising cases.…",Pence
53,"RT @Mike_Pence: The Eagle has landed! On this day in 1969, American astronauts Buzz Aldrin &amp; Neil Armstrong took their first steps on the m…",Pence
54,RT @Mike_Pence: Statement on the Passing of Congressman John Lewis: https://t.co/gqLv0mMEes,Pence
55,RT @Mike_Pence: Hello Wisconsin! Happy to be here in the Badger State with @RepGrothman and @RepBryanSteil where the #USMCA is helping Amer…,Pence
56,"RT @SecondLady: Yesterday, I had the pleasure of visiting beautiful @ShenandoahNPS with @SecBernhardt. Thank you to our @NatlParkService em…",Pence
57,"RT @Mike_Pence: To Open Up America Again we need to Open Up Schools Again. It is what's best for our students, our families, our economy an…",Pence
58,RT @Mike_Pence: We’re incredibly grateful for the hard working men &amp; women of the Louisiana State EOC. Each &amp; every person at the EOC have…,Pence
59,RT @Mike_Pence: Just landed in the Bayou State. Today I’ll be visiting @LSU to discuss reopening schools as well as the State Emergency Ope…,Pence
60,"RT @Mike_Pence: Heading to the great state of Louisiana for a briefing with @LouisianaGov, @SenBillCassidy and @SenJohnKennedy and to meet…",Pence
61,"RT @WhiteHouse: “I can assure you that while some are talking about defunding the police, under this President and this Administration, we’…",Pence
62,RT @Mike_Pence: We also discussed the mental and physical benefit of in-person learning and the importance reopening America’s schools. We…,Pence
63,"RT @Mike_Pence: On today’s call with America’s Governors, the @WhiteHouse Coronavirus Task Force ensured states that as some areas see case…",Pence
64,"RT @WhiteHouse: Pastor Perry Cleek, pastor of Lighthouse Baptist church in Tennessee, shares why his church chose to give $1,000 to every m…",Pence
65,RT @Mike_Pence: It is unconscionable that Democrats actually want to defund the police. President @realDonaldTrump and this Administration…,Pence
66,RT @Mike_Pence: We Back the Blue! Honored to join President @realDonaldTrump’s roundtable with Americans positively impacted by Law Enforce…,Pence
67,RT @WhiteHouse: LIVE: President @realDonaldTrump holds a roundtable https://t.co/zWvyV2zQce,Pence
68,"RT @Mike_Pence: President @realDonaldTrump &amp; this Administration are listening, learning &amp; leading. Yesterday, Joe Biden referred to the po…",Pence
69,"RT @Mike_Pence: On behalf of President @realDonaldTrump &amp; our entire Administration, know this: We have your back. We support you. We love…",Pence
70,RT @Mike_Pence: It was my honor to be at the @FOPLodge5 with some amazing men and women of law enforcement today! President @realDonaldTrum…,Pence
71,RT @Mike_Pence: To the men and women of @FOPLodge5: We know that you’re the best of us. We know that you put your lives on the line because…,Pence
72,RT @Mike_Pence: On behalf of President @realDonaldTrump: We Back the Blue! https://t.co/79A57FRmU5,Pence
73,RT @Mike_Pence: Honored to be speaking at the @FOPLodge5 in Philadelphia. Watch LIVE: https://t.co/Q6sulBnE7U,Pence
74,RT @Mike_Pence: The @WhiteHouse Coronavirus Task Force met today to discuss the impact of closed schools on millions of American families &amp;…,Pence
75,RT @WhiteHouse: LIVE: President @realDonaldTrump signs joint declaration with President @lopezobrador_ https://t.co/it0nN1iEo2,Pence
76,"RT @WhiteHouse: Today, the Supreme Court has once again vindicated the conscience rights of people of faith.

Statement from the Press Secr…",Pence
77,RT @Mike_Pence: There are real physical and mental costs for children deprived of an in classroom setting. The services and counseling chil…,Pence
78,RT @Mike_Pence: Two Big WINS for Religious Freedom at SCOTUS today. All Americans of faith can be assured that under President @realDonaldT…,Pence
